Freq.	V(n001)-V(n002)	I(D1)
1.55238700995782e+04	(-5.92726593290646e+01dB,-1.05167237200914e-01°)	(-8.00949625793694e+01dB,1.15609995319336e-03°)
1.55596563160481e+04	(-5.92726594040427e+01dB,-1.05409672078980e-01°)	(-8.00949625777928e+01dB,1.15876501855486e-03°)
1.55955250282669e+04	(-5.92726594793665e+01dB,-1.05652665822703e-01°)	(-8.00949625762098e+01dB,1.16143622738947e-03°)
1.56314764264069e+04	(-5.92726595550386e+01dB,-1.05896219720385e-01°)	(-8.00949625746225e+01dB,1.16411359385305e-03°)
1.56675107010788e+04	(-5.92726596310596e+01dB,-1.06140335063273e-01°)	(-8.00949625730265e+01dB,1.16679713214296e-03°)
1.57036280433328e+04	(-5.92726597074313e+01dB,-1.06385013145600e-01°)	(-8.00949625714198e+01dB,1.16948685648194e-03°)
1.57398286446595e+04	(-5.92726597841559e+01dB,-1.06630255264591e-01°)	(-8.00949625698108e+01dB,1.17218278113651e-03°)
1.57761126969908e+04	(-5.92726598612346e+01dB,-1.06876062720448e-01°)	(-8.00949625681912e+01dB,1.17488492038972e-03°)
1.58124803927011e+04	(-5.92726599386689e+01dB,-1.07122436816376e-01°)	(-8.00949625665671e+01dB,1.17759328857366e-03°)
1.58489319246084e+04	(-5.92726600164606e+01dB,-1.07369378858582e-01°)	(-8.00949625649324e+01dB,1.18030790004066e-03°)
1.58854674859751e+04	(-5.92726600946115e+01dB,-1.07616890156287e-01°)	(-8.00949625632911e+01dB,1.18302876918684e-03°)
1.59220872705090e+04	(-5.92726601731229e+01dB,-1.07864972021727e-01°)	(-8.00949625616391e+01dB,1.18575591042912e-03°)
1.59587914723646e+04	(-5.92726602519969e+01dB,-1.08113625770164e-01°)	(-8.00949625599827e+01dB,1.18848933823448e-03°)
1.59955802861440e+04	(-5.92726603312351e+01dB,-1.08362852719890e-01°)	(-8.00949625583199e+01dB,1.19122906709228e-03°)
1.60324539068977e+04	(-5.92726604108389e+01dB,-1.08612654192240e-01°)	(-8.00949625566485e+01dB,1.19397511152322e-03°)
1.60694125301260e+04	(-5.92726604908101e+01dB,-1.08863031511588e-01°)	(-8.00949625549684e+01dB,1.19672748608595e-03°)
1.61064563517799e+04	(-5.92726605711504e+01dB,-1.09113986005366e-01°)	(-8.00949625532797e+01dB,1.19948620537518e-03°)
1.61435855682621e+04	(-5.92726606518615e+01dB,-1.09365519004067e-01°)	(-8.00949625515845e+01dB,1.20225128401102e-03°)
1.61808003764279e+04	(-5.92726607329452e+01dB,-1.09617631841248e-01°)	(-8.00949625498807e+01dB,1.20502273665218e-03°)
1.62181009735865e+04	(-5.92726608144033e+01dB,-1.09870325853537e-01°)	(-8.00949625481726e+01dB,1.20780057799906e-03°)
1.62554875575021e+04	(-5.92726608962373e+01dB,-1.10123602380652e-01°)	(-8.00949625464537e+01dB,1.21058482276937e-03°)
1.62929603263944e+04	(-5.92726609784490e+01dB,-1.10377462765388e-01°)	(-8.00949625447262e+01dB,1.21337548572437e-03°)
1.63305194789405e+04	(-5.92726610610402e+01dB,-1.10631908353643e-01°)	(-8.00949625429922e+01dB,1.21617258166138e-03°)
1.63681652142753e+04	(-5.92726611440125e+01dB,-1.10886940494409e-01°)	(-8.00949625412474e+01dB,1.21897612541290e-03°)
1.64058977319926e+04	(-5.92726612273680e+01dB,-1.11142560539806e-01°)	(-8.00949625394983e+01dB,1.22178613183332e-03°)
1.64437172321465e+04	(-5.92726613111080e+01dB,-1.11398769845046e-01°)	(-8.00949625377385e+01dB,1.22460261582227e-03°)
1.64816239152523e+04	(-5.92726613952346e+01dB,-1.11655569768488e-01°)	(-8.00949625359721e+01dB,1.22742559231069e-03°)
1.65196179822873e+04	(-5.92726614797497e+01dB,-1.11912961671604e-01°)	(-8.00949625341972e+01dB,1.23025507626469e-03°)
1.65576996346924e+04	(-5.92726615646547e+01dB,-1.12170946919010e-01°)	(-8.00949625324135e+01dB,1.23309108268830e-03°)
1.65958690743728e+04	(-5.92726616499515e+01dB,-1.12429526878469e-01°)	(-8.00949625306213e+01dB,1.23593362661380e-03°)
1.66341265036988e+04	(-5.92726617356422e+01dB,-1.12688702920906e-01°)	(-8.00949625288205e+01dB,1.23878272310325e-03°)
1.66724721255078e+04	(-5.92726618217284e+01dB,-1.12948476420388e-01°)	(-8.00949625270132e+01dB,1.24163838727081e-03°)
1.67109061431042e+04	(-5.92726619082120e+01dB,-1.13208848754160e-01°)	(-8.00949625251972e+01dB,1.24450063425193e-03°)
1.67494287602615e+04	(-5.92726619950947e+01dB,-1.13469821302643e-01°)	(-8.00949625233705e+01dB,1.24736947921503e-03°)
1.67880401812227e+04	(-5.92726620823786e+01dB,-1.13731395449433e-01°)	(-8.00949625215394e+01dB,1.25024493737836e-03°)
1.68267406107018e+04	(-5.92726621700653e+01dB,-1.13993572581322e-01°)	(-8.00949625196998e+01dB,1.25312702397748e-03°)
1.68655302538845e+04	(-5.92726622581567e+01dB,-1.14256354088288e-01°)	(-8.00949625178493e+01dB,1.25601575429682e-03°)
1.69044093164297e+04	(-5.92726623466545e+01dB,-1.14519741363525e-01°)	(-8.00949625159859e+01dB,1.25891114364596e-03°)
1.69433780044704e+04	(-5.92726624355608e+01dB,-1.14783735803433e-01°)	(-8.00949625141182e+01dB,1.26181320738304e-03°)
1.69824365246145e+04	(-5.92726625248780e+01dB,-1.15048338807642e-01°)	(-8.00949625122441e+01dB,1.26472196087722e-03°)
1.70215850839466e+04	(-5.92726626146072e+01dB,-1.15313551778987e-01°)	(-8.00949625103612e+01dB,1.26763741956037e-03°)
1.70608238900283e+04	(-5.92726627047505e+01dB,-1.15579376123545e-01°)	(-8.00949625084698e+01dB,1.27055959889136e-03°)
1.71001531508999e+04	(-5.92726627953097e+01dB,-1.15845813250640e-01°)	(-8.00949625065633e+01dB,1.27348851435318e-03°)
1.71395730750813e+04	(-5.92726628862871e+01dB,-1.16112864572842e-01°)	(-8.00949625046525e+01dB,1.27642418147841e-03°)
1.71790838715729e+04	(-5.92726629776846e+01dB,-1.16380531505979e-01°)	(-8.00949625027330e+01dB,1.27936661582250e-03°)
1.72186857498571e+04	(-5.92726630695038e+01dB,-1.16648815469136e-01°)	(-8.00949625008070e+01dB,1.28231583299205e-03°)
1.72583789198991e+04	(-5.92726631617468e+01dB,-1.16917717884673e-01°)	(-8.00949624988703e+01dB,1.28527184861622e-03°)
1.72981635921480e+04	(-5.92726632544155e+01dB,-1.17187240178224e-01°)	(-8.00949624969228e+01dB,1.28823467837186e-03°)
1.73380399775384e+04	(-5.92726633475120e+01dB,-1.17457383778723e-01°)	(-8.00949624949667e+01dB,1.29120433795809e-03°)
1.73780082874907e+04	(-5.92726634410383e+01dB,-1.17728150118375e-01°)	(-8.00949624930041e+01dB,1.29418084312893e-03°)
1.74180687339131e+04	(-5.92726635349961e+01dB,-1.17999540632710e-01°)	(-8.00949624910307e+01dB,1.29716420965469e-03°)
1.74582215292020e+04	(-5.92726636293877e+01dB,-1.18271556760553e-01°)	(-8.00949624890465e+01dB,1.30015445335180e-03°)
1.74984668862435e+04	(-5.92726637242150e+01dB,-1.18544199944050e-01°)	(-8.00949624870537e+01dB,1.30315159007464e-03°)
1.75388050184146e+04	(-5.92726638194800e+01dB,-1.18817471628669e-01°)	(-8.00949624850544e+01dB,1.30615563571053e-03°)
1.75792361395839e+04	(-5.92726639151846e+01dB,-1.19091373263208e-01°)	(-8.00949624830444e+01dB,1.30916660618819e-03°)
1.76197604641132e+04	(-5.92726640113311e+01dB,-1.19365906299813e-01°)	(-8.00949624810236e+01dB,1.31218451746519e-03°)
1.76603782068586e+04	(-5.92726641079211e+01dB,-1.19641072193964e-01°)	(-8.00949624789941e+01dB,1.31520938554334e-03°)
1.77010895831711e+04	(-5.92726642049574e+01dB,-1.19916872404516e-01°)	(-8.00949624769560e+01dB,1.31824122645549e-03°)
1.77418948088986e+04	(-5.92726643024416e+01dB,-1.20193308393663e-01°)	(-8.00949624749093e+01dB,1.32128005627528e-03°)
1.77827941003861e+04	(-5.92726644003755e+01dB,-1.20470381626983e-01°)	(-8.00949624728518e+01dB,1.32432589111522e-03°)
1.78237876744778e+04	(-5.92726644987616e+01dB,-1.20748093573437e-01°)	(-8.00949624707878e+01dB,1.32737874711703e-03°)
1.78648757485174e+04	(-5.92726645976015e+01dB,-1.21026445705350e-01°)	(-8.00949624687088e+01dB,1.33043864047065e-03°)
1.79060585403498e+04	(-5.92726646968980e+01dB,-1.21305439498470e-01°)	(-8.00949624666254e+01dB,1.33350558739252e-03°)
1.79473362683221e+04	(-5.92726647966526e+01dB,-1.21585076431924e-01°)	(-8.00949624645291e+01dB,1.33657960414313e-03°)
1.79887091512848e+04	(-5.92726648968677e+01dB,-1.21865357988260e-01°)	(-8.00949624624241e+01dB,1.33966070701948e-03°)
1.80301774085926e+04	(-5.92726649975454e+01dB,-1.22146285653440e-01°)	(-8.00949624603106e+01dB,1.34274891235398e-03°)
1.80717412601061e+04	(-5.92726650986877e+01dB,-1.22427860916849e-01°)	(-8.00949624581841e+01dB,1.34584423651599e-03°)
1.81134009261929e+04	(-5.92726652002970e+01dB,-1.22710085271310e-01°)	(-8.00949624560511e+01dB,1.34894669592048e-03°)
1.81551566277282e+04	(-5.92726653023751e+01dB,-1.22992960213078e-01°)	(-8.00949624539073e+01dB,1.35205630701209e-03°)
1.81970085860967e+04	(-5.92726654049247e+01dB,-1.23276487241873e-01°)	(-8.00949624517528e+01dB,1.35517308627065e-03°)
1.82389570231932e+04	(-5.92726655079475e+01dB,-1.23560667860854e-01°)	(-8.00949624495917e+01dB,1.35829705022371e-03°)
1.82810021614242e+04	(-5.92726656114456e+01dB,-1.23845503576649e-01°)	(-8.00949624474156e+01dB,1.36142821543443e-03°)
1.83231442237089e+04	(-5.92726657154217e+01dB,-1.24130995899379e-01°)	(-8.00949624452309e+01dB,1.36456659849185e-03°)
1.83653834334803e+04	(-5.92726658198776e+01dB,-1.24417146342609e-01°)	(-8.00949624430375e+01dB,1.36771221604674e-03°)
1.84077200146864e+04	(-5.92726659248158e+01dB,-1.24703956423429e-01°)	(-8.00949624408334e+01dB,1.37086508476366e-03°)
1.84501541917915e+04	(-5.92726660302382e+01dB,-1.24991427662405e-01°)	(-8.00949624386184e+01dB,1.37402522135767e-03°)
1.84926861897776e+04	(-5.92726661361472e+01dB,-1.25279561583604e-01°)	(-8.00949624363949e+01dB,1.37719264259594e-03°)
1.85353162341449e+04	(-5.92726662425451e+01dB,-1.25568359714627e-01°)	(-8.00949624341605e+01dB,1.38036736525279e-03°)
1.85780445509137e+04	(-5.92726663494342e+01dB,-1.25857823586581e-01°)	(-8.00949624319154e+01dB,1.38354940616090e-03°)
1.86208713666254e+04	(-5.92726664568165e+01dB,-1.26147954734105e-01°)	(-8.00949624296616e+01dB,1.38673878219097e-03°)
1.86637969083434e+04	(-5.92726665646946e+01dB,-1.26438754695369e-01°)	(-8.00949624273949e+01dB,1.38993551025497e-03°)
1.87068214036547e+04	(-5.92726666730707e+01dB,-1.26730225012107e-01°)	(-8.00949624251174e+01dB,1.39313960729103e-03°)
1.87499450806709e+04	(-5.92726667819468e+01dB,-1.27022367229582e-01°)	(-8.00949624228313e+01dB,1.39635109029527e-03°)
1.87931681680294e+04	(-5.92726668913256e+01dB,-1.27315182896644e-01°)	(-8.00949624205323e+01dB,1.39956997628007e-03°)
1.88364908948947e+04	(-5.92726670012093e+01dB,-1.27608673565691e-01°)	(-8.00949624182246e+01dB,1.40279628232031e-03°)
1.88799134909596e+04	(-5.92726671115999e+01dB,-1.27902840792708e-01°)	(-8.00949624159040e+01dB,1.40603002551619e-03°)
1.89234361864464e+04	(-5.92726672225004e+01dB,-1.28197686137273e-01°)	(-8.00949624135769e+01dB,1.40927122301040e-03°)
1.89670592121081e+04	(-5.92726673339126e+01dB,-1.28493211162557e-01°)	(-8.00949624112347e+01dB,1.41251989197769e-03°)
1.90107827992297e+04	(-5.92726674458393e+01dB,-1.28789417435328e-01°)	(-8.00949624088861e+01dB,1.41577604964738e-03°)
1.90546071796291e+04	(-5.92726675582822e+01dB,-1.29086306525958e-01°)	(-8.00949624065223e+01dB,1.41903971328202e-03°)
1.90985325856590e+04	(-5.92726676712444e+01dB,-1.29383880008458e-01°)	(-8.00949624041500e+01dB,1.42231090017960e-03°)
1.91425592502075e+04	(-5.92726677847280e+01dB,-1.29682139460457e-01°)	(-8.00949624017668e+01dB,1.42558962768215e-03°)
1.91866874066995e+04	(-5.92726678987354e+01dB,-1.29981086463222e-01°)	(-8.00949623993728e+01dB,1.42887591316657e-03°)
1.92309172890982e+04	(-5.92726680132690e+01dB,-1.30280722601659e-01°)	(-8.00949623969681e+01dB,1.43216977406307e-03°)
1.92752491319060e+04	(-5.92726681283310e+01dB,-1.30581049464327e-01°)	(-8.00949623945483e+01dB,1.43547122782783e-03°)
1.93196831701659e+04	(-5.92726682439246e+01dB,-1.30882068643464e-01°)	(-8.00949623921220e+01dB,1.43878029196463e-03°)
1.93642196394627e+04	(-5.92726683600515e+01dB,-1.31183781734966e-01°)	(-8.00949623896828e+01dB,1.44209698400456e-03°)
1.94088587759244e+04	(-5.92726684767143e+01dB,-1.31486190338396e-01°)	(-8.00949623872306e+01dB,1.44542132154251e-03°)
1.94536008162232e+04	(-5.92726685939158e+01dB,-1.31789296057024e-01°)	(-8.00949623847719e+01dB,1.44875332219953e-03°)
1.94984459975770e+04	(-5.92726687116582e+01dB,-1.32093100497801e-01°)	(-8.00949623822982e+01dB,1.45209300363652e-03°)
1.95433945577505e+04	(-5.92726688299441e+01dB,-1.32397605271395e-01°)	(-8.00949623798137e+01dB,1.45544038355261e-03°)
1.95884467350565e+04	(-5.92726689487758e+01dB,-1.32702811992166e-01°)	(-8.00949623773162e+01dB,1.45879547970541e-03°)
1.96336027683570e+04	(-5.92726690681563e+01dB,-1.33008722278224e-01°)	(-8.00949623748101e+01dB,1.46215830986776e-03°)
1.96788628970650e+04	(-5.92726691880875e+01dB,-1.33315337751381e-01°)	(-8.00949623722889e+01dB,1.46552889187343e-03°)
1.97242273611451e+04	(-5.92726693085725e+01dB,-1.33622660037204e-01°)	(-8.00949623697591e+01dB,1.46890724359127e-03°)
1.97696964011151e+04	(-5.92726694296135e+01dB,-1.33930690765004e-01°)	(-8.00949623672164e+01dB,1.47229338292597e-03°)
1.98152702580475e+04	(-5.92726695512135e+01dB,-1.34239431567847e-01°)	(-8.00949623646650e+01dB,1.47568732782760e-03°)
1.98609491735702e+04	(-5.92726696733746e+01dB,-1.34548884082555e-01°)	(-8.00949623620985e+01dB,1.47908909629143e-03°)
1.99067333898684e+04	(-5.92726697960995e+01dB,-1.34859049949730e-01°)	(-8.00949623595234e+01dB,1.48249870635414e-03°)
1.99526231496853e+04	(-5.92726699193907e+01dB,-1.35169930813762e-01°)	(-8.00949623569310e+01dB,1.48591617607652e-03°)
1.99986186963239e+04	(-5.92726700432511e+01dB,-1.35481528322817e-01°)	(-8.00949623543279e+01dB,1.48934152358935e-03°)
2.00447202736481e+04	(-5.92726701676835e+01dB,-1.35793844128876e-01°)	(-8.00949623517161e+01dB,1.49277476704307e-03°)
2.00909281260837e+04	(-5.92726702926901e+01dB,-1.36106879887709e-01°)	(-8.00949623490914e+01dB,1.49621592464661e-03°)
2.01372424986203e+04	(-5.92726704182733e+01dB,-1.36420637258916e-01°)	(-8.00949623464516e+01dB,1.49966501463122e-03°)
2.01836636368120e+04	(-5.92726705444367e+01dB,-1.36735117905926e-01°)	(-8.00949623438032e+01dB,1.50312205528454e-03°)
2.02301917867791e+04	(-5.92726706711824e+01dB,-1.37050323495989e-01°)	(-8.00949623411418e+01dB,1.50658706493153e-03°)
2.02768271952092e+04	(-5.92726707985129e+01dB,-1.37366255700207e-01°)	(-8.00949623384653e+01dB,1.51006006193834e-03°)
2.03235701093586e+04	(-5.92726709264310e+01dB,-1.37682916193521e-01°)	(-8.00949623357781e+01dB,1.51354106472708e-03°)
2.03704207770536e+04	(-5.92726710549397e+01dB,-1.38000306654756e-01°)	(-8.00949623330800e+01dB,1.51703009173797e-03°)
2.04173794466917e+04	(-5.92726711840418e+01dB,-1.38318428766590e-01°)	(-8.00949623303712e+01dB,1.52052716147395e-03°)
2.04644463672431e+04	(-5.92726713137394e+01dB,-1.38637284215572e-01°)	(-8.00949623276430e+01dB,1.52403229246783e-03°)
2.05116217882520e+04	(-5.92726714440358e+01dB,-1.38956874692160e-01°)	(-8.00949623249061e+01dB,1.52754550330285e-03°)
2.05589059598378e+04	(-5.92726715749339e+01dB,-1.39277201890699e-01°)	(-8.00949623221606e+01dB,1.53106681261054e-03°)
2.06062991326964e+04	(-5.92726717064358e+01dB,-1.39598267509425e-01°)	(-8.00949623193957e+01dB,1.53459623904565e-03°)
2.06538015581016e+04	(-5.92726718385448e+01dB,-1.39920073250517e-01°)	(-8.00949623166222e+01dB,1.53813380132317e-03°)
2.07014134879068e+04	(-5.92726719712636e+01dB,-1.40242620820050e-01°)	(-8.00949623138336e+01dB,1.54167951819269e-03°)
2.07491351745454e+04	(-5.92726721045951e+01dB,-1.40565911928048e-01°)	(-8.00949623110320e+01dB,1.54523340845552e-03°)
2.07969668710333e+04	(-5.92726722385419e+01dB,-1.40889948288470e-01°)	(-8.00949623082197e+01dB,1.54879549095059e-03°)
2.08449088309692e+04	(-5.92726723731071e+01dB,-1.41214731619231e-01°)	(-8.00949623053922e+01dB,1.55236578455334e-03°)
2.08929613085367e+04	(-5.92726725082933e+01dB,-1.41540263642197e-01°)	(-8.00949623025540e+01dB,1.55594430819719e-03°)
2.09411245585052e+04	(-5.92726726441036e+01dB,-1.41866546083209e-01°)	(-8.00949622997028e+01dB,1.55953108085519e-03°)
2.09893988362315e+04	(-5.92726727805404e+01dB,-1.42193580672083e-01°)	(-8.00949622968344e+01dB,1.56312612153137e-03°)
2.10377843976610e+04	(-5.92726729176075e+01dB,-1.42521369142632e-01°)	(-8.00949622939595e+01dB,1.56672944928578e-03°)
2.10862814993292e+04	(-5.92726730553069e+01dB,-1.42849913232644e-01°)	(-8.00949622910631e+01dB,1.57034108321775e-03°)
2.11348903983627e+04	(-5.92726731936420e+01dB,-1.43179214683936e-01°)	(-8.00949622881602e+01dB,1.57396104248221e-03°)
2.11836113524813e+04	(-5.92726733326156e+01dB,-1.43509275242327e-01°)	(-8.00949622852400e+01dB,1.57758934625767e-03°)
2.12324446199984e+04	(-5.92726734722309e+01dB,-1.43840096657661e-01°)	(-8.00949622823090e+01dB,1.58122601378848e-03°)
2.12813904598233e+04	(-5.92726736124904e+01dB,-1.44171680683817e-01°)	(-8.00949622793629e+01dB,1.58487106433900e-03°)
2.13304491314620e+04	(-5.92726737533973e+01dB,-1.44504029078714e-01°)	(-8.00949622764018e+01dB,1.58852451724650e-03°)
2.13796208950185e+04	(-5.92726738949545e+01dB,-1.44837143604325e-01°)	(-8.00949622734277e+01dB,1.59218639186749e-03°)
2.14289060111968e+04	(-5.92726740371652e+01dB,-1.45171026026686e-01°)	(-8.00949622704407e+01dB,1.59585670762078e-03°)
2.14783047413015e+04	(-5.92726741800325e+01dB,-1.45505678115907e-01°)	(-8.00949622674407e+01dB,1.59953548395345e-03°)
2.15278173472399e+04	(-5.92726743235591e+01dB,-1.45841101646168e-01°)	(-8.00949622644278e+01dB,1.60322274037215e-03°)
2.15774440915228e+04	(-5.92726744677478e+01dB,-1.46177298395731e-01°)	(-8.00949622613976e+01dB,1.60691849642980e-03°)
2.16271852372664e+04	(-5.92726746126025e+01dB,-1.46514270146993e-01°)	(-8.00949622583545e+01dB,1.61062277170598e-03°)
2.16770410481931e+04	(-5.92726747581256e+01dB,-1.46852018686418e-01°)	(-8.00949622552984e+01dB,1.61433558583910e-03°)
2.17270117886336e+04	(-5.92726749043205e+01dB,-1.47190545804614e-01°)	(-8.00949622522273e+01dB,1.61805695851107e-03°)
2.17770977235277e+04	(-5.92726750511905e+01dB,-1.47529853296302e-01°)	(-8.00949622491453e+01dB,1.62178690945518e-03°)
2.18272991184261e+04	(-5.92726751987381e+01dB,-1.47869942960344e-01°)	(-8.00949622460440e+01dB,1.62552545843682e-03°)
2.18776162394916e+04	(-5.92726753469668e+01dB,-1.48210816599756e-01°)	(-8.00949622429319e+01dB,1.62927262527477e-03°)
2.19280493535006e+04	(-5.92726754958796e+01dB,-1.48552476021689e-01°)	(-8.00949622398046e+01dB,1.63302842983875e-03°)
2.19785987278443e+04	(-5.92726756454799e+01dB,-1.48894923037491e-01°)	(-8.00949622366623e+01dB,1.63679289202435e-03°)
2.20292646305306e+04	(-5.92726757957704e+01dB,-1.49238159462650e-01°)	(-8.00949622335049e+01dB,1.64056603180558e-03°)
2.20800473301851e+04	(-5.92726759467549e+01dB,-1.49582187116862e-01°)	(-8.00949622303324e+01dB,1.64434786916587e-03°)
2.21309470960524e+04	(-5.92726760984362e+01dB,-1.49927007824015e-01°)	(-8.00949622271470e+01dB,1.64813842416745e-03°)
2.21819641979982e+04	(-5.92726762508177e+01dB,-1.50272623412197e-01°)	(-8.00949622239486e+01dB,1.65193771689099e-03°)
2.22330989065101e+04	(-5.92726764039024e+01dB,-1.50619035713700e-01°)	(-8.00949622207307e+01dB,1.65574576748492e-03°)
2.22843514926991e+04	(-5.92726765576938e+01dB,-1.50966246565060e-01°)	(-8.00949622175022e+01dB,1.65956259613192e-03°)
2.23357222283013e+04	(-5.92726767121952e+01dB,-1.51314257807030e-01°)	(-8.00949622142585e+01dB,1.66338822306237e-03°)
2.23872113856794e+04	(-5.92726768674095e+01dB,-1.51663071284606e-01°)	(-8.00949622109975e+01dB,1.66722266856041e-03°)
2.24388192378236e+04	(-5.92726770233404e+01dB,-1.52012688847044e-01°)	(-8.00949622077236e+01dB,1.67106595295217e-03°)
2.24905460583538e+04	(-5.92726771799909e+01dB,-1.52363112347863e-01°)	(-8.00949622044304e+01dB,1.67491809659936e-03°)
2.25423921215203e+04	(-5.92726773373647e+01dB,-1.52714343644851e-01°)	(-8.00949622011263e+01dB,1.67877911993560e-03°)
2.25943577022057e+04	(-5.92726774954645e+01dB,-1.53066384600063e-01°)	(-8.00949621978050e+01dB,1.68264904342298e-03°)
2.26464430759265e+04	(-5.92726776542944e+01dB,-1.53419237079877e-01°)	(-8.00949621944707e+01dB,1.68652788757582e-03°)
2.26986485188342e+04	(-5.92726778138571e+01dB,-1.53772902954946e-01°)	(-8.00949621911170e+01dB,1.69041567295345e-03°)
2.27509743077166e+04	(-5.92726779741567e+01dB,-1.54127384100255e-01°)	(-8.00949621877504e+01dB,1.69431242016471e-03°)
2.28034207200001e+04	(-5.92726781351960e+01dB,-1.54482682395088e-01°)	(-8.00949621843665e+01dB,1.69821814986658e-03°)
2.28559880337502e+04	(-5.92726782969787e+01dB,-1.54838799723080e-01°)	(-8.00949621809719e+01dB,1.70213288276829e-03°)
2.29086765276736e+04	(-5.92726784595080e+01dB,-1.55195737972198e-01°)	(-8.00949621775578e+01dB,1.70605663961377e-03°)
2.29614864811195e+04	(-5.92726786227877e+01dB,-1.55553499034767e-01°)	(-8.00949621741287e+01dB,1.70998944120282e-03°)
2.30144181740810e+04	(-5.92726787868208e+01dB,-1.55912084807462e-01°)	(-8.00949621706822e+01dB,1.71393130838414e-03°)
2.30674718871966e+04	(-5.92726789516111e+01dB,-1.56271497191343e-01°)	(-8.00949621672207e+01dB,1.71788226205433e-03°)
2.31206479017518e+04	(-5.92726791171622e+01dB,-1.56631738091847e-01°)	(-8.00949621637441e+01dB,1.72184232315347e-03°)
2.31739464996806e+04	(-5.92726792834774e+01dB,-1.56992809418798e-01°)	(-8.00949621602524e+01dB,1.72581151267498e-03°)
2.32273679635669e+04	(-5.92726794505601e+01dB,-1.57354713086424e-01°)	(-8.00949621567413e+01dB,1.72978985166475e-03°)
2.32809125766459e+04	(-5.92726796184141e+01dB,-1.57717451013370e-01°)	(-8.00949621532129e+01dB,1.73377736119502e-03°)
2.33345806228058e+04	(-5.92726797870429e+01dB,-1.58081025122696e-01°)	(-8.00949621496716e+01dB,1.73777406242317e-03°)
2.33883723865893e+04	(-5.92726799564501e+01dB,-1.58445437341906e-01°)	(-8.00949621461152e+01dB,1.74177997652411e-03°)
2.34422881531950e+04	(-5.92726801266391e+01dB,-1.58810689602928e-01°)	(-8.00949621425394e+01dB,1.74579512473190e-03°)
2.34963282084788e+04	(-5.92726802976137e+01dB,-1.59176783842161e-01°)	(-8.00949621389485e+01dB,1.74981952833253e-03°)
2.35504928389559e+04	(-5.92726804693775e+01dB,-1.59543722000462e-01°)	(-8.00949621353403e+01dB,1.75385320865459e-03°)
2.36047823318015e+04	(-5.92726806419344e+01dB,-1.59911506023155e-01°)	(-8.00949621317170e+01dB,1.75789618708401e-03°)
2.36591969748533e+04	(-5.92726808152873e+01dB,-1.60280137860049e-01°)	(-8.00949621280765e+01dB,1.76194848505289e-03°)
2.37137370566123e+04	(-5.92726809894407e+01dB,-1.60649619465458e-01°)	(-8.00949621244209e+01dB,1.76601012403811e-03°)
2.37684028662445e+04	(-5.92726811643977e+01dB,-1.61019952798182e-01°)	(-8.00949621207437e+01dB,1.77008112557128e-03°)
2.38231946935826e+04	(-5.92726813401625e+01dB,-1.61391139821558e-01°)	(-8.00949621170514e+01dB,1.77416151122739e-03°)
2.38781128291275e+04	(-5.92726815167385e+01dB,-1.61763182503422e-01°)	(-8.00949621133441e+01dB,1.77825130264913e-03°)
2.39331575640496e+04	(-5.92726816941292e+01dB,-1.62136082816167e-01°)	(-8.00949621096173e+01dB,1.78235052150027e-03°)
2.39883291901906e+04	(-5.92726818723391e+01dB,-1.62509842736732e-01°)	(-8.00949621058754e+01dB,1.78645918951535e-03°)
2.40436280000650e+04	(-5.92726820513715e+01dB,-1.62884464246598e-01°)	(-8.00949621021141e+01dB,1.79057732847418e-03°)
2.40990542868616e+04	(-5.92726822312300e+01dB,-1.63259949331819e-01°)	(-8.00949620983356e+01dB,1.79470496020495e-03°)
2.41546083444450e+04	(-5.92726824119190e+01dB,-1.63636299983036e-01°)	(-8.00949620945419e+01dB,1.79884210658918e-03°)
2.42102904673574e+04	(-5.92726825934421e+01dB,-1.64013518195462e-01°)	(-8.00949620907310e+01dB,1.80298878955456e-03°)
2.42661009508198e+04	(-5.92726827758028e+01dB,-1.64391605968920e-01°)	(-8.00949620868985e+01dB,1.80714503107850e-03°)
2.43220400907338e+04	(-5.92726829590053e+01dB,-1.64770565307837e-01°)	(-8.00949620830488e+01dB,1.81131085319665e-03°)
2.43781081836831e+04	(-5.92726831430534e+01dB,-1.65150398221265e-01°)	(-8.00949620791840e+01dB,1.81548627799442e-03°)
2.44343055269353e+04	(-5.92726833279511e+01dB,-1.65531106722886e-01°)	(-8.00949620752998e+01dB,1.81967132759349e-03°)
2.44906324184430e+04	(-5.92726835137021e+01dB,-1.65912692831008e-01°)	(-8.00949620713983e+01dB,1.82386602418907e-03°)
2.45470891568459e+04	(-5.92726837003105e+01dB,-1.66295158568620e-01°)	(-8.00949620674774e+01dB,1.82807039000679e-03°)
2.46036760414718e+04	(-5.92726838877804e+01dB,-1.66678505963345e-01°)	(-8.00949620635414e+01dB,1.83228444734580e-03°)
2.46603933723389e+04	(-5.92726840761155e+01dB,-1.67062737047499e-01°)	(-8.00949620595860e+01dB,1.83650821852853e-03°)
2.47172414501568e+04	(-5.92726842653198e+01dB,-1.67447853858071e-01°)	(-8.00949620556112e+01dB,1.84074172595046e-03°)
2.47742205763284e+04	(-5.92726844553977e+01dB,-1.67833858436749e-01°)	(-8.00949620516213e+01dB,1.84498499205189e-03°)
2.48313310529512e+04	(-5.92726846463527e+01dB,-1.68220752829926e-01°)	(-8.00949620476077e+01dB,1.84923803932056e-03°)
