time,original,quantized,error
0.7153750000,1.4142135624,1.4375000000,-0.0232864376
0.7153958333,1.2175228580,1.1875000000,0.0300228580
0.7154166667,1.0000000000,1.0000000000,0.0000000000
0.7154375000,0.7653668647,0.7500000000,0.0153668647
0.7154583333,0.5176380902,0.5000000000,0.0176380902
0.7154791667,0.2610523844,0.2500000000,0.0110523844
0.7155000000,0.0000000000,0.0000000000,0.0000000000
0.7155208333,-0.2610523844,-0.2500000000,-0.0110523844
0.7155416667,-0.5176380902,-0.5000000000,-0.0176380902
0.7155625000,-0.7653668647,-0.7500000000,-0.0153668647
0.7155833333,-1.0000000000,-1.0000000000,-0.0000000000
0.7156041667,-1.2175228580,-1.1875000000,-0.0300228580
0.7156250000,-1.4142135624,-1.4375000000,0.0232864376
0.7156458333,-1.5867066806,-1.5625000000,-0.0242066806
0.7156666667,-1.7320508076,-1.7500000000,0.0179491924
0.7156875000,-1.8477590650,-1.8750000000,0.0272409350
0.7157083333,-1.9318516526,-1.9375000000,0.0056483474
0.7157291667,-1.9828897227,-2.0000000000,0.0171102773
0.7157500000,-2.0000000000,-2.0000000000,0.0000000000
0.7157708333,-1.9828897227,-2.0000000000,0.0171102773
0.7157916667,-1.9318516526,-1.9375000000,0.0056483474
0.7158125000,-1.8477590650,-1.8750000000,0.0272409350
0.7158333333,-1.7320508076,-1.7500000000,0.0179491924
0.7158541667,-1.5867066806,-1.5625000000,-0.0242066806
0.7158750000,-1.4142135624,-1.4375000000,0.0232864376
0.7158958333,-1.2175228580,-1.1875000000,-0.0300228580
0.7159166667,-1.0000000000,-1.0000000000,-0.0000000000
0.7159375000,-0.7653668647,-0.7500000000,-0.0153668647
0.7159583333,-0.5176380902,-0.5000000000,-0.0176380902
0.7159791667,-0.2610523844,-0.2500000000,-0.0110523844
0.7160000000,-0.0000000000,0.0000000000,-0.0000000000
0.7160208333,0.2610523844,0.2500000000,0.0110523844
0.7160416667,0.5176380902,0.5000000000,0.0176380902
0.7160625000,0.7653668647,0.7500000000,0.0153668647
0.7160833333,1.0000000000,1.0000000000,-0.0000000000
0.7161041667,1.2175228580,1.1875000000,0.0300228580
0.7161250000,1.4142135624,1.4375000000,-0.0232864376
0.7161458333,1.5867066806,1.5625000000,0.0242066806
0.7161666667,1.7320508076,1.7500000000,-0.0179491924
0.7161875000,1.8477590650,1.8750000000,-0.0272409350
0.7162083333,1.9318516526,1.9375000000,-0.0056483474
0.7162291667,1.9828897227,2.0000000000,-0.0171102773
0.7162500000,2.0000000000,2.0000000000,0.0000000000
0.7162708333,1.9828897227,2.0000000000,-0.0171102773
0.7162916667,1.9318516526,1.9375000000,-0.0056483474
0.7163125000,1.8477590650,1.8750000000,-0.0272409350
0.7163333333,1.7320508076,1.7500000000,-0.0179491924
0.7163541667,1.5867066806,1.5625000000,0.0242066806
0.7163750000,1.4142135624,1.4375000000,-0.0232864376
0.7163958333,1.2175228580,1.1875000000,0.0300228580
0.7164166667,1.0000000000,1.0000000000,0.0000000000
0.7164375000,0.7653668647,0.7500000000,0.0153668647
0.7164583333,0.5176380902,0.5000000000,0.0176380902
0.7164791667,0.2610523844,0.2500000000,0.0110523844
0.7165000000,0.0000000000,0.0000000000,0.0000000000
0.7165208333,-0.2610523844,-0.2500000000,-0.0110523844
0.7165416667,-0.5176380902,-0.5000000000,-0.0176380902
0.7165625000,-0.7653668647,-0.7500000000,-0.0153668647
0.7165833333,-1.0000000000,-1.0000000000,0.0000000000
0.7166041667,-1.2175228580,-1.1875000000,-0.0300228580
0.7166250000,-1.4142135624,-1.4375000000,0.0232864376
0.7166458333,-1.5867066806,-1.5625000000,-0.0242066806
0.7166666667,-1.7320508076,-1.7500000000,0.0179491924
0.7166875000,-1.8477590650,-1.8750000000,0.0272409350
0.7167083333,-1.9318516526,-1.9375000000,0.0056483474
0.7167291667,-1.9828897227,-2.0000000000,0.0171102773
0.7167500000,-2.0000000000,-2.0000000000,0.0000000000
0.7167708333,-1.9828897227,-2.0000000000,0.0171102773
0.7167916667,-1.9318516526,-1.9375000000,0.0056483474
0.7168125000,-1.8477590650,-1.8750000000,0.0272409350
0.7168333333,-1.7320508076,-1.7500000000,0.0179491924
0.7168541667,-1.5867066806,-1.5625000000,-0.0242066806
0.7168750000,-1.4142135624,-1.4375000000,0.0232864376
0.7168958333,-1.2175228580,-1.1875000000,-0.0300228580
0.7169166667,-1.0000000000,-1.0000000000,-0.0000000000
0.7169375000,-0.7653668647,-0.7500000000,-0.0153668647
0.7169583333,-0.5176380902,-0.5000000000,-0.0176380902
0.7169791667,-0.2610523844,-0.2500000000,-0.0110523844
0.7170000000,-0.0000000000,0.0000000000,-0.0000000000
0.7170208333,0.2610523844,0.2500000000,0.0110523844
0.7170416667,0.5176380902,0.5000000000,0.0176380902
0.7170625000,0.7653668647,0.7500000000,0.0153668647
0.7170833333,1.0000000000,1.0000000000,-0.0000000000
0.7171041667,1.2175228580,1.1875000000,0.0300228580
0.7171250000,1.4142135624,1.4375000000,-0.0232864376
0.7171458333,1.5867066806,1.5625000000,0.0242066806
0.7171666667,1.7320508076,1.7500000000,-0.0179491924
0.7171875000,1.8477590650,1.8750000000,-0.0272409350
0.7172083333,1.9318516526,1.9375000000,-0.0056483474
0.7172291667,1.9828897227,2.0000000000,-0.0171102773
0.7172500000,2.0000000000,2.0000000000,0.0000000000
0.7172708333,1.9828897227,2.0000000000,-0.0171102773
0.7172916667,1.9318516526,1.9375000000,-0.0056483474
0.7173125000,1.8477590650,1.8750000000,-0.0272409350
0.7173333333,1.7320508076,1.7500000000,-0.0179491924
0.7173541667,1.5867066806,1.5625000000,0.0242066806
0.7173750000,1.4142135624,1.4375000000,-0.0232864376
0.7173958333,1.2175228580,1.1875000000,0.0300228580
0.7174166667,1.0000000000,1.0000000000,0.0000000000
0.7174375000,0.7653668647,0.7500000000,0.0153668647
0.7174583333,0.5176380902,0.5000000000,0.0176380902
0.7174791667,0.2610523844,0.2500000000,0.0110523844
0.7175000000,-0.0000000000,0.0000000000,-0.0000000000
0.7175208333,-0.2610523844,-0.2500000000,-0.0110523844
0.7175416667,-0.5176380902,-0.5000000000,-0.0176380902
0.7175625000,-0.7653668647,-0.7500000000,-0.0153668647
0.7175833333,-1.0000000000,-1.0000000000,0.0000000000
0.7176041667,-1.2175228580,-1.1875000000,-0.0300228580
0.7176250000,-1.4142135624,-1.4375000000,0.0232864376
0.7176458333,-1.5867066806,-1.5625000000,-0.0242066806
0.7176666667,-1.7320508076,-1.7500000000,0.0179491924
0.7176875000,-1.8477590650,-1.8750000000,0.0272409350
0.7177083333,-1.9318516526,-1.9375000000,0.0056483474
0.7177291667,-1.9828897227,-2.0000000000,0.0171102773
0.7177500000,-2.0000000000,-2.0000000000,0.0000000000
0.7177708333,-1.9828897227,-2.0000000000,0.0171102773
0.7177916667,-1.9318516526,-1.9375000000,0.0056483474
0.7178125000,-1.8477590650,-1.8750000000,0.0272409350
0.7178333333,-1.7320508076,-1.7500000000,0.0179491924
0.7178541667,-1.5867066806,-1.5625000000,-0.0242066806
0.7178750000,-1.4142135624,-1.4375000000,0.0232864376
0.7178958333,-1.2175228580,-1.1875000000,-0.0300228580
0.7179166667,-1.0000000000,-1.0000000000,-0.0000000000
0.7179375000,-0.7653668647,-0.7500000000,-0.0153668647
0.7179583333,-0.5176380902,-0.5000000000,-0.0176380902
0.7179791667,-0.2610523844,-0.2500000000,-0.0110523844
0.7180000000,-0.0000000000,0.0000000000,-0.0000000000
0.7180208333,0.2610523844,0.2500000000,0.0110523844
0.7180416667,0.5176380902,0.5000000000,0.0176380902
0.7180625000,0.7653668647,0.7500000000,0.0153668647
0.7180833333,1.0000000000,1.0000000000,-0.0000000000
0.7181041667,1.2175228580,1.1875000000,0.0300228580
0.7181250000,1.4142135624,1.4375000000,-0.0232864376
0.7181458333,1.5867066806,1.5625000000,0.0242066806
0.7181666667,1.7320508076,1.7500000000,-0.0179491924
0.7181875000,1.8477590650,1.8750000000,-0.0272409350
0.7182083333,1.9318516526,1.9375000000,-0.0056483474
0.7182291667,1.9828897227,2.0000000000,-0.0171102773
0.7182500000,2.0000000000,2.0000000000,0.0000000000
0.7182708333,1.9828897227,2.0000000000,-0.0171102773
0.7182916667,1.9318516526,1.9375000000,-0.0056483474
0.7183125000,1.8477590650,1.8750000000,-0.0272409350
0.7183333333,1.7320508076,1.7500000000,-0.0179491924
0.7183541667,1.5867066806,1.5625000000,0.0242066806
0.7183750000,1.4142135624,1.4375000000,-0.0232864376
0.7183958333,1.2175228580,1.1875000000,0.0300228580
0.7184166667,1.0000000000,1.0000000000,0.0000000000
0.7184375000,0.7653668647,0.7500000000,0.0153668647
0.7184583333,0.5176380902,0.5000000000,0.0176380902
0.7184791667,0.2610523844,0.2500000000,0.0110523844
0.7185000000,0.0000000000,0.0000000000,0.0000000000
0.7185208333,-0.2610523844,-0.2500000000,-0.0110523844
0.7185416667,-0.5176380902,-0.5000000000,-0.0176380902
0.7185625000,-0.7653668647,-0.7500000000,-0.0153668647
0.7185833333,-1.0000000000,-1.0000000000,0.0000000000
0.7186041667,-1.2175228580,-1.1875000000,-0.0300228580
0.7186250000,-1.4142135624,-1.4375000000,0.0232864376
0.7186458333,-1.5867066806,-1.5625000000,-0.0242066806
0.7186666667,-1.7320508076,-1.7500000000,0.0179491924
0.7186875000,-1.8477590650,-1.8750000000,0.0272409350
0.7187083333,-1.9318516526,-1.9375000000,0.0056483474
0.7187291667,-1.9828897227,-2.0000000000,0.0171102773
0.7187500000,-2.0000000000,-2.0000000000,0.0000000000
0.7187708333,-1.9828897227,-2.0000000000,0.0171102773
0.7187916667,-1.9318516526,-1.9375000000,0.0056483474
0.7188125000,-1.8477590650,-1.8750000000,0.0272409350
0.7188333333,-1.7320508076,-1.7500000000,0.0179491924
0.7188541667,-1.5867066806,-1.5625000000,-0.0242066806
0.7188750000,-1.4142135624,-1.4375000000,0.0232864376
0.7188958333,-1.2175228580,-1.1875000000,-0.0300228580
0.7189166667,-1.0000000000,-1.0000000000,-0.0000000000
0.7189375000,-0.7653668647,-0.7500000000,-0.0153668647
0.7189583333,-0.5176380902,-0.5000000000,-0.0176380902
0.7189791667,-0.2610523844,-0.2500000000,-0.0110523844
0.7190000000,-0.0000000000,0.0000000000,-0.0000000000
0.7190208333,0.2610523844,0.2500000000,0.0110523844
0.7190416667,0.5176380902,0.5000000000,0.0176380902
0.7190625000,0.7653668647,0.7500000000,0.0153668647
0.7190833333,1.0000000000,1.0000000000,-0.0000000000
0.7191041667,1.2175228580,1.1875000000,0.0300228580
0.7191250000,1.4142135624,1.4375000000,-0.0232864376
0.7191458333,1.5867066806,1.5625000000,0.0242066806
0.7191666667,1.7320508076,1.7500000000,-0.0179491924
0.7191875000,1.8477590650,1.8750000000,-0.0272409350
0.7192083333,1.9318516526,1.9375000000,-0.0056483474
0.7192291667,1.9828897227,2.0000000000,-0.0171102773
0.7192500000,2.0000000000,2.0000000000,0.0000000000
0.7192708333,1.9828897227,2.0000000000,-0.0171102773
0.7192916667,1.9318516526,1.9375000000,-0.0056483474
0.7193125000,1.8477590650,1.8750000000,-0.0272409350
0.7193333333,1.7320508076,1.7500000000,-0.0179491924
0.7193541667,1.5867066806,1.5625000000,0.0242066806
0.7193750000,1.4142135624,1.4375000000,-0.0232864376
0.7193958333,1.2175228580,1.1875000000,0.0300228580
0.7194166667,1.0000000000,1.0000000000,0.0000000000
0.7194375000,0.7653668647,0.7500000000,0.0153668647
0.7194583333,0.5176380902,0.5000000000,0.0176380902
0.7194791667,0.2610523844,0.2500000000,0.0110523844
0.7195000000,0.0000000000,0.0000000000,0.0000000000
0.7195208333,-0.2610523844,-0.2500000000,-0.0110523844
0.7195416667,-0.5176380902,-0.5000000000,-0.0176380902
0.7195625000,-0.7653668647,-0.7500000000,-0.0153668647
0.7195833333,-1.0000000000,-1.0000000000,0.0000000000
0.7196041667,-1.2175228580,-1.1875000000,-0.0300228580
0.7196250000,-1.4142135624,-1.4375000000,0.0232864376
0.7196458333,-1.5867066806,-1.5625000000,-0.0242066806
0.7196666667,-1.7320508076,-1.7500000000,0.0179491924
0.7196875000,-1.8477590650,-1.8750000000,0.0272409350
0.7197083333,-1.9318516526,-1.9375000000,0.0056483474
0.7197291667,-1.9828897227,-2.0000000000,0.0171102773
0.7197500000,-2.0000000000,-2.0000000000,0.0000000000
0.7197708333,-1.9828897227,-2.0000000000,0.0171102773
0.7197916667,-1.9318516526,-1.9375000000,0.0056483474
0.7198125000,-1.8477590650,-1.8750000000,0.0272409350
0.7198333333,-1.7320508076,-1.7500000000,0.0179491924
0.7198541667,-1.5867066806,-1.5625000000,-0.0242066806
0.7198750000,-1.4142135624,-1.4375000000,0.0232864376
0.7198958333,-1.2175228580,-1.1875000000,-0.0300228580
0.7199166667,-1.0000000000,-1.0000000000,-0.0000000000
0.7199375000,-0.7653668647,-0.7500000000,-0.0153668647
0.7199583333,-0.5176380902,-0.5000000000,-0.0176380902
0.7199791667,-0.2610523844,-0.2500000000,-0.0110523844
0.7200000000,-0.0000000000,0.0000000000,-0.0000000000
0.7200208333,0.2610523844,0.2500000000,0.0110523844
0.7200416667,0.5176380902,0.5000000000,0.0176380902
0.7200625000,0.7653668647,0.7500000000,0.0153668647
0.7200833333,1.0000000000,1.0000000000,-0.0000000000
0.7201041667,1.2175228580,1.1875000000,0.0300228580
0.7201250000,1.4142135624,1.4375000000,-0.0232864376
0.7201458333,1.5867066806,1.5625000000,0.0242066806
0.7201666667,1.7320508076,1.7500000000,-0.0179491924
0.7201875000,1.8477590650,1.8750000000,-0.0272409350
0.7202083333,1.9318516526,1.9375000000,-0.0056483474
0.7202291667,1.9828897227,2.0000000000,-0.0171102773
0.7202500000,2.0000000000,2.0000000000,0.0000000000
0.7202708333,1.9828897227,2.0000000000,-0.0171102773
0.7202916667,1.9318516526,1.9375000000,-0.0056483474
0.7203125000,1.8477590650,1.8750000000,-0.0272409350
0.7203333333,1.7320508076,1.7500000000,-0.0179491924
0.7203541667,1.5867066806,1.5625000000,0.0242066806
0.7203750000,1.4142135624,1.4375000000,-0.0232864376
0.7203958333,1.2175228580,1.1875000000,0.0300228580
0.7204166667,1.0000000000,1.0000000000,0.0000000000
0.7204375000,0.7653668647,0.7500000000,0.0153668647
0.7204583333,0.5176380902,0.5000000000,0.0176380902
0.7204791667,0.2610523844,0.2500000000,0.0110523844
0.7205000000,0.0000000000,0.0000000000,0.0000000000
0.7205208333,-0.2610523844,-0.2500000000,-0.0110523844
0.7205416667,-0.5176380902,-0.5000000000,-0.0176380902
0.7205625000,-0.7653668647,-0.7500000000,-0.0153668647
0.7205833333,-1.0000000000,-1.0000000000,0.0000000000
0.7206041667,-1.2175228580,-1.1875000000,-0.0300228580
0.7206250000,-1.4142135624,-1.4375000000,0.0232864376
0.7206458333,-1.5867066806,-1.5625000000,-0.0242066806
0.7206666667,-1.7320508076,-1.7500000000,0.0179491924
0.7206875000,-1.8477590650,-1.8750000000,0.0272409350
0.7207083333,-1.9318516526,-1.9375000000,0.0056483474
0.7207291667,-1.9828897227,-2.0000000000,0.0171102773
0.7207500000,-2.0000000000,-2.0000000000,0.0000000000
0.7207708333,-1.9828897227,-2.0000000000,0.0171102773
0.7207916667,-1.9318516526,-1.9375000000,0.0056483474
0.7208125000,-1.8477590650,-1.8750000000,0.0272409350
0.7208333333,-1.7320508076,-1.7500000000,0.0179491924
0.7208541667,-1.5867066806,-1.5625000000,-0.0242066806
0.7208750000,-1.4142135624,-1.4375000000,0.0232864376
0.7208958333,-1.2175228580,-1.1875000000,-0.0300228580
0.7209166667,-1.0000000000,-1.0000000000,-0.0000000000
0.7209375000,-0.7653668647,-0.7500000000,-0.0153668647
0.7209583333,-0.5176380902,-0.5000000000,-0.0176380902
0.7209791667,-0.2610523844,-0.2500000000,-0.0110523844
0.7210000000,-0.0000000000,0.0000000000,-0.0000000000
0.7210208333,0.2610523844,0.2500000000,0.0110523844
0.7210416667,0.5176380902,0.5000000000,0.0176380902
0.7210625000,0.7653668647,0.7500000000,0.0153668647
0.7210833333,1.0000000000,1.0000000000,-0.0000000000
0.7211041667,1.2175228580,1.1875000000,0.0300228580
0.7211250000,1.4142135624,1.4375000000,-0.0232864376
0.7211458333,1.5867066806,1.5625000000,0.0242066806
0.7211666667,1.7320508076,1.7500000000,-0.0179491924
0.7211875000,1.8477590650,1.8750000000,-0.0272409350
0.7212083333,1.9318516526,1.9375000000,-0.0056483474
0.7212291667,1.9828897227,2.0000000000,-0.0171102773
0.7212500000,2.0000000000,2.0000000000,0.0000000000
0.7212708333,1.9828897227,2.0000000000,-0.0171102773
0.7212916667,1.9318516526,1.9375000000,-0.0056483474
0.7213125000,1.8477590650,1.8750000000,-0.0272409350
0.7213333333,1.7320508076,1.7500000000,-0.0179491924
0.7213541667,1.5867066806,1.5625000000,0.0242066806
0.7213750000,1.4142135624,1.4375000000,-0.0232864376
0.7213958333,1.2175228580,1.1875000000,0.0300228580
0.7214166667,1.0000000000,1.0000000000,0.0000000000
0.7214375000,0.7653668647,0.7500000000,0.0153668647
0.7214583333,0.5176380902,0.5000000000,0.0176380902
0.7214791667,0.2610523844,0.2500000000,0.0110523844
0.7215000000,-0.0000000000,0.0000000000,-0.0000000000
0.7215208333,-0.2610523844,-0.2500000000,-0.0110523844
0.7215416667,-0.5176380902,-0.5000000000,-0.0176380902
0.7215625000,-0.7653668647,-0.7500000000,-0.0153668647
0.7215833333,-1.0000000000,-1.0000000000,0.0000000000
0.7216041667,-1.2175228580,-1.1875000000,-0.0300228580
0.7216250000,-1.4142135624,-1.4375000000,0.0232864376
0.7216458333,-1.5867066806,-1.5625000000,-0.0242066806
0.7216666667,-1.7320508076,-1.7500000000,0.0179491924
0.7216875000,-1.8477590650,-1.8750000000,0.0272409350
0.7217083333,-1.9318516526,-1.9375000000,0.0056483474
0.7217291667,-1.9828897227,-2.0000000000,0.0171102773
0.7217500000,-2.0000000000,-2.0000000000,0.0000000000
0.7217708333,-1.9828897227,-2.0000000000,0.0171102773
0.7217916667,-1.9318516526,-1.9375000000,0.0056483474
0.7218125000,-1.8477590650,-1.8750000000,0.0272409350
0.7218333333,-1.7320508076,-1.7500000000,0.0179491924
0.7218541667,-1.5867066806,-1.5625000000,-0.0242066806
0.7218750000,-1.4142135624,-1.4375000000,0.0232864376
0.7218958333,-1.2175228580,-1.1875000000,-0.0300228580
0.7219166667,-1.0000000000,-1.0000000000,-0.0000000000
0.7219375000,-0.7653668647,-0.7500000000,-0.0153668647
0.7219583333,-0.5176380902,-0.5000000000,-0.0176380902
0.7219791667,-0.2610523844,-0.2500000000,-0.0110523844
0.7220000000,-0.0000000000,0.0000000000,-0.0000000000
0.7220208333,0.2610523844,0.2500000000,0.0110523844
0.7220416667,0.5176380902,0.5000000000,0.0176380902
0.7220625000,0.7653668647,0.7500000000,0.0153668647
0.7220833333,1.0000000000,1.0000000000,-0.0000000000
0.7221041667,1.2175228580,1.1875000000,0.0300228580
0.7221250000,1.4142135624,1.4375000000,-0.0232864376
0.7221458333,1.5867066806,1.5625000000,0.0242066806
0.7221666667,1.7320508076,1.7500000000,-0.0179491924
0.7221875000,1.8477590650,1.8750000000,-0.0272409350
0.7222083333,1.9318516526,1.9375000000,-0.0056483474
0.7222291667,1.9828897227,2.0000000000,-0.0171102773
0.7222500000,2.0000000000,2.0000000000,0.0000000000
0.7222708333,1.9828897227,2.0000000000,-0.0171102773
0.7222916667,1.9318516526,1.9375000000,-0.0056483474
0.7223125000,1.8477590650,1.8750000000,-0.0272409350
0.7223333333,1.7320508076,1.7500000000,-0.0179491924
0.7223541667,1.5867066806,1.5625000000,0.0242066806
0.7223750000,1.4142135624,1.4375000000,-0.0232864376
0.7223958333,1.2175228580,1.1875000000,0.0300228580
0.7224166667,1.0000000000,1.0000000000,0.0000000000
0.7224375000,0.7653668647,0.7500000000,0.0153668647
0.7224583333,0.5176380902,0.5000000000,0.0176380902
0.7224791667,0.2610523844,0.2500000000,0.0110523844
0.7225000000,0.0000000000,0.0000000000,0.0000000000
0.7225208333,-0.2610523844,-0.2500000000,-0.0110523844
0.7225416667,-0.5176380902,-0.5000000000,-0.0176380902
0.7225625000,-0.7653668647,-0.7500000000,-0.0153668647
0.7225833333,-1.0000000000,-1.0000000000,0.0000000000
0.7226041667,-1.2175228580,-1.1875000000,-0.0300228580
0.7226250000,-1.4142135624,-1.4375000000,0.0232864376
0.7226458333,-1.5867066806,-1.5625000000,-0.0242066806
0.7226666667,-1.7320508076,-1.7500000000,0.0179491924
0.7226875000,-1.8477590650,-1.8750000000,0.0272409350
0.7227083333,-1.9318516526,-1.9375000000,0.0056483474
0.7227291667,-1.9828897227,-2.0000000000,0.0171102773
0.7227500000,-2.0000000000,-2.0000000000,0.0000000000
0.7227708333,-1.9828897227,-2.0000000000,0.0171102773
0.7227916667,-1.9318516526,-1.9375000000,0.0056483474
0.7228125000,-1.8477590650,-1.8750000000,0.0272409350
0.7228333333,-1.7320508076,-1.7500000000,0.0179491924
0.7228541667,-1.5867066806,-1.5625000000,-0.0242066806
0.7228750000,-1.4142135624,-1.4375000000,0.0232864376
0.7228958333,-1.2175228580,-1.1875000000,-0.0300228580
0.7229166667,-1.0000000000,-1.0000000000,-0.0000000000
0.7229375000,-0.7653668647,-0.7500000000,-0.0153668647
0.7229583333,-0.5176380902,-0.5000000000,-0.0176380902
0.7229791667,-0.2610523844,-0.2500000000,-0.0110523844
0.7230000000,-0.0000000000,0.0000000000,-0.0000000000
0.7230208333,0.2610523844,0.2500000000,0.0110523844
0.7230416667,0.5176380902,0.5000000000,0.0176380902
0.7230625000,0.7653668647,0.7500000000,0.0153668647
0.7230833333,1.0000000000,1.0000000000,-0.0000000000
0.7231041667,1.2175228580,1.1875000000,0.0300228580
0.7231250000,1.4142135624,1.4375000000,-0.0232864376
0.7231458333,1.5867066806,1.5625000000,0.0242066806
0.7231666667,1.7320508076,1.7500000000,-0.0179491924
0.7231875000,1.8477590650,1.8750000000,-0.0272409350
0.7232083333,1.9318516526,1.9375000000,-0.0056483474
0.7232291667,1.9828897227,2.0000000000,-0.0171102773
0.7232500000,2.0000000000,2.0000000000,0.0000000000
0.7232708333,1.9828897227,2.0000000000,-0.0171102773
0.7232916667,1.9318516526,1.9375000000,-0.0056483474
0.7233125000,1.8477590650,1.8750000000,-0.0272409350
0.7233333333,1.7320508076,1.7500000000,-0.0179491924
0.7233541667,1.5867066806,1.5625000000,0.0242066806
0.7233750000,1.4142135624,1.4375000000,-0.0232864376
0.7233958333,1.2175228580,1.1875000000,0.0300228580
0.7234166667,1.0000000000,1.0000000000,0.0000000000
0.7234375000,0.7653668647,0.7500000000,0.0153668647
0.7234583333,0.5176380902,0.5000000000,0.0176380902
0.7234791667,0.2610523844,0.2500000000,0.0110523844
0.7235000000,0.0000000000,0.0000000000,0.0000000000
0.7235208333,-0.2610523844,-0.2500000000,-0.0110523844
0.7235416667,-0.5176380902,-0.5000000000,-0.0176380902
0.7235625000,-0.7653668647,-0.7500000000,-0.0153668647
0.7235833333,-1.0000000000,-1.0000000000,0.0000000000
0.7236041667,-1.2175228580,-1.1875000000,-0.0300228580
0.7236250000,-1.4142135624,-1.4375000000,0.0232864376
0.7236458333,-1.5867066806,-1.5625000000,-0.0242066806
0.7236666667,-1.7320508076,-1.7500000000,0.0179491924
0.7236875000,-1.8477590650,-1.8750000000,0.0272409350
0.7237083333,-1.9318516526,-1.9375000000,0.0056483474
0.7237291667,-1.9828897227,-2.0000000000,0.0171102773
0.7237500000,-2.0000000000,-2.0000000000,0.0000000000
0.7237708333,-1.9828897227,-2.0000000000,0.0171102773
0.7237916667,-1.9318516526,-1.9375000000,0.0056483474
0.7238125000,-1.8477590650,-1.8750000000,0.0272409350
0.7238333333,-1.7320508076,-1.7500000000,0.0179491924
0.7238541667,-1.5867066806,-1.5625000000,-0.0242066806
0.7238750000,-1.4142135624,-1.4375000000,0.0232864376
0.7238958333,-1.2175228580,-1.1875000000,-0.0300228580
0.7239166667,-1.0000000000,-1.0000000000,-0.0000000000
0.7239375000,-0.7653668647,-0.7500000000,-0.0153668647
0.7239583333,-0.5176380902,-0.5000000000,-0.0176380902
0.7239791667,-0.2610523844,-0.2500000000,-0.0110523844
0.7240000000,-0.0000000000,0.0000000000,-0.0000000000
0.7240208333,0.2610523844,0.2500000000,0.0110523844
0.7240416667,0.5176380902,0.5000000000,0.0176380902
0.7240625000,0.7653668647,0.7500000000,0.0153668647
0.7240833333,1.0000000000,1.0000000000,-0.0000000000
0.7241041667,1.2175228580,1.1875000000,0.0300228580
0.7241250000,1.4142135624,1.4375000000,-0.0232864376
0.7241458333,1.5867066806,1.5625000000,0.0242066806
0.7241666667,1.7320508076,1.7500000000,-0.0179491924
0.7241875000,1.8477590650,1.8750000000,-0.0272409350
0.7242083333,1.9318516526,1.9375000000,-0.0056483474
0.7242291667,1.9828897227,2.0000000000,-0.0171102773
0.7242500000,2.0000000000,2.0000000000,0.0000000000
0.7242708333,1.9828897227,2.0000000000,-0.0171102773
0.7242916667,1.9318516526,1.9375000000,-0.0056483474
0.7243125000,1.8477590650,1.8750000000,-0.0272409350
0.7243333333,1.7320508076,1.7500000000,-0.0179491924
0.7243541667,1.5867066806,1.5625000000,0.0242066806
0.7243750000,1.4142135624,1.4375000000,-0.0232864376
0.7243958333,1.2175228580,1.1875000000,0.0300228580
0.7244166667,1.0000000000,1.0000000000,0.0000000000
0.7244375000,0.7653668647,0.7500000000,0.0153668647
0.7244583333,0.5176380902,0.5000000000,0.0176380902
0.7244791667,0.2610523844,0.2500000000,0.0110523844
0.7245000000,0.0000000000,0.0000000000,0.0000000000
0.7245208333,-0.2610523844,-0.2500000000,-0.0110523844
0.7245416667,-0.5176380902,-0.5000000000,-0.0176380902
0.7245625000,-0.7653668647,-0.7500000000,-0.0153668647
0.7245833333,-1.0000000000,-1.0000000000,0.0000000000
0.7246041667,-1.2175228580,-1.1875000000,-0.0300228580
0.7246250000,-1.4142135624,-1.4375000000,0.0232864376
0.7246458333,-1.5867066806,-1.5625000000,-0.0242066806
0.7246666667,-1.7320508076,-1.7500000000,0.0179491924
0.7246875000,-1.8477590650,-1.8750000000,0.0272409350
0.7247083333,-1.9318516526,-1.9375000000,0.0056483474
0.7247291667,-1.9828897227,-2.0000000000,0.0171102773
0.7247500000,-2.0000000000,-2.0000000000,0.0000000000
0.7247708333,-1.9828897227,-2.0000000000,0.0171102773
0.7247916667,-1.9318516526,-1.9375000000,0.0056483474
0.7248125000,-1.8477590650,-1.8750000000,0.0272409350
0.7248333333,-1.7320508076,-1.7500000000,0.0179491924
0.7248541667,-1.5867066806,-1.5625000000,-0.0242066806
0.7248750000,-1.4142135624,-1.4375000000,0.0232864376
0.7248958333,-1.2175228580,-1.1875000000,-0.0300228580
0.7249166667,-1.0000000000,-1.0000000000,-0.0000000000
0.7249375000,-0.7653668647,-0.7500000000,-0.0153668647
0.7249583333,-0.5176380902,-0.5000000000,-0.0176380902
0.7249791667,-0.2610523844,-0.2500000000,-0.0110523844
0.7250000000,-0.0000000000,0.0000000000,-0.0000000000
0.7250208333,0.2610523844,0.2500000000,0.0110523844
0.7250416667,0.5176380902,0.5000000000,0.0176380902
0.7250625000,0.7653668647,0.7500000000,0.0153668647
0.7250833333,1.0000000000,1.0000000000,-0.0000000000
0.7251041667,1.2175228580,1.1875000000,0.0300228580
0.7251250000,1.4142135624,1.4375000000,-0.0232864376
0.7251458333,1.5867066806,1.5625000000,0.0242066806
0.7251666667,1.7320508076,1.7500000000,-0.0179491924
0.7251875000,1.8477590650,1.8750000000,-0.0272409350
0.7252083333,1.9318516526,1.9375000000,-0.0056483474
0.7252291667,1.9828897227,2.0000000000,-0.0171102773
